*Title:
*Step  = 1
*Time  = 0.1
*Data  = data
1,0.232518,0.0819738,0.0839463
2,0.744916,0.283694,0.287748
3,0.137015,0.100386,0.0590206
4,0.587598,0.254554,0.231108
5,0.114157,0.085679,0.0484519
6,0.567108,0.256209,0.230858
7,0.111285,0.0821703,0.0464868
8,0.565891,0.260224,0.232519
9,0.111838,0.082158,0.0464133
10,0.584375,0.2627,0.237658
11,0.116043,0.0850327,0.048221
12,0.613502,0.272264,0.249182
13,0.143664,0.0860848,0.052244
14,0.139563,0.0838833,0.0518517
15,0.483775,0.271297,0.211919
16,0.483775,0.271297,0.211919
17,0.139563,0.0838833,0.0518517
18,0.143664,0.0860848,0.052244
19,0.613502,0.272264,0.249182
20,0.116043,0.0850327,0.048221
21,0.584375,0.2627,0.237658
22,0.111838,0.082158,0.0464133
23,0.565891,0.260224,0.232519
24,0.111285,0.0821703,0.0464868
25,0.567108,0.256209,0.230858
26,0.114157,0.085679,0.0484519
27,0.587598,0.254554,0.231108
28,0.137015,0.100386,0.0590206
29,0.744916,0.283694,0.287748
30,0.232518,0.0819738,0.0839463
31,0.184287,-0.0114984,-0.0116625
32,0.727391,-0.0408124,-0.0697003
33,0.181505,0.110608,0.0475985
34,0.548441,0.00328121,-0.075707
35,0.169164,0.10399,0.0472798
36,0.523149,-0.0208697,-0.0914023
37,0.173568,0.113136,0.0535621
38,0.515188,-0.0239553,-0.0972006
39,0.176529,0.112705,0.0539079
40,0.53587,-0.0201618,-0.0939148
41,0.179846,0.111572,0.0531395
42,0.564419,-0.0245513,-0.0936709
43,0.183773,0.0997915,0.0413962
44,0.186651,0.090736,0.0420402
45,0.450085,0.0457512,-0.0807951
46,0.450085,0.0457512,-0.0807951
47,0.186651,0.090736,0.0420402
48,0.183773,0.0997915,0.0413962
49,0.564419,-0.0245513,-0.0936709
50,0.179846,0.111572,0.0531395
51,0.53587,-0.0201618,-0.0939148
52,0.176529,0.112705,0.0539079
53,0.515188,-0.0239553,-0.0972006
54,0.173568,0.113136,0.0535621
55,0.523149,-0.0208697,-0.0914023
56,0.169164,0.10399,0.0472798
57,0.548441,0.00328121,-0.075707
58,0.181505,0.110608,0.0475985
59,0.727391,-0.0408124,-0.0697003
60,0.184287,-0.0114984,-0.0116625
61,0.204258,0.0407366,0.0332064
62,0.685455,0.127859,0.0513511
63,0.108521,0.021804,-0.0113763
64,0.620584,0.0928749,0.0199375
65,0.109579,0.0215534,-0.0100145
66,0.602242,0.155962,0.0317593
67,0.0965877,0.0190928,-0.0171255
68,0.597933,0.171143,0.034708
69,0.103087,0.0232589,-0.0134082
70,0.618281,0.157459,0.0305609
71,0.109395,0.0215651,-0.0132295
72,0.629073,0.161954,0.0338684
73,0.0970153,0.0299559,-0.0127333
74,0.455872,0.105035,-0.0445954
75,0.258114,0.111674,0.0920877
76,0.258114,0.111674,0.0920877
77,0.455872,0.105035,-0.0445954
78,0.0970153,0.0299559,-0.0127333
79,0.629073,0.161954,0.0338684
80,0.109395,0.0215651,-0.0132295
81,0.618281,0.157459,0.0305609
82,0.103087,0.0232589,-0.0134082
83,0.597933,0.171143,0.034708
84,0.0965877,0.0190928,-0.0171255
85,0.602242,0.155962,0.0317593
86,0.109579,0.0215534,-0.0100145
87,0.620584,0.0928749,0.0199375
88,0.108521,0.021804,-0.0113763
89,0.685455,0.127859,0.0513511
90,0.204258,0.0407366,0.0332064
91,0.499278,0.0210937,-0.00731746
92,0.111213,-0.0394776,-0.0278104
93,0.593801,0.0333533,-0.0274435
94,0.12913,0.00662135,-0.00785945
95,0.63205,0.109856,0.0268773
96,0.0872133,0.001464,-0.0278688
97,0.615168,0.177872,0.0398647
98,0.0791487,-0.00631769,-0.0365601
99,0.636831,0.156051,0.0341414
100,0.0966042,-0.000808152,-0.0292897
101,0.651013,0.165673,0.0342424
102,0.10228,0.0075387,-0.022527
103,0.587502,0.163077,0.0279784
104,0.139464,0.0396514,0.0156001
105,0.370668,-0.00656099,-0.103955
106,0.370668,-0.00656099,-0.103955
107,0.139464,0.0396514,0.0156001
108,0.587502,0.163077,0.0279784
109,0.10228,0.0075387,-0.022527
110,0.651013,0.165673,0.0342424
111,0.0966042,-0.000808152,-0.0292897
112,0.636831,0.156051,0.0341414
113,0.0791487,-0.00631769,-0.0365601
114,0.615168,0.177872,0.0398647
115,0.0872133,0.001464,-0.0278688
116,0.63205,0.109856,0.0268773
117,0.12913,0.00662135,-0.00785945
118,0.593801,0.0333533,-0.0274435
119,0.111213,-0.0394776,-0.0278104
120,0.499278,0.0210937,-0.00731746
121,0.458961,-0.0257427,-0.019879
122,0.202013,0.00733473,0.0344944
123,0.226035,0.0491918,0.0524689
124,0.646446,0.0644421,0.0186769
125,0.111279,-0.0115127,-0.0224964
126,0.614208,0.099447,0.0280655
127,0.06627,-0.00620812,-0.0356497
128,0.614043,0.177574,0.0475065
129,0.0948789,-0.0163221,-0.0364696
130,0.67759,0.15441,0.0393971
131,0.0915712,-0.00680102,-0.0330371
132,0.642631,0.139459,0.0330654
133,0.111065,0.00201548,-0.0180196
134,0.537874,0.0973434,0.00214963
135,0.208431,0.0957173,0.0704228
136,0.208431,0.0957173,0.0704228
137,0.537874,0.0973434,0.00214963
138,0.111065,0.00201548,-0.0180196
139,0.642631,0.139459,0.0330654
140,0.0915712,-0.00680102,-0.0330371
141,0.67759,0.15441,0.0393971
142,0.0948789,-0.0163221,-0.0364696
143,0.614043,0.177574,0.0475065
144,0.06627,-0.00620812,-0.0356497
145,0.614208,0.099447,0.0280655
146,0.111279,-0.0115127,-0.0224964
147,0.646446,0.0644421,0.0186769
148,0.226035,0.0491918,0.0524689
149,0.202013,0.00733473,0.0344944
150,0.458961,-0.0257427,-0.019879
151,0.5368,0.00745071,0.0262926
152,0.0285968,-0.0745784,-0.0653574
153,0.509925,-0.087521,-0.0665568
154,0.150091,-0.005981,-0.000968145
155,0.66323,0.0785108,0.030295
156,0.106849,-0.0146354,-0.0226797
157,0.531703,0.0510341,-0.0241447
158,0.0463833,-0.0350376,-0.0571686
159,0.729436,0.172322,0.0990886
160,0.0976906,-0.00720581,-0.0278974
161,0.648857,0.119967,0.0332931
162,0.104894,-0.0102743,-0.0270688
163,0.622572,0.117858,0.0251939
164,0.149108,0.0322834,0.0154652
165,0.375261,0.0241639,-0.0962238
166,0.375261,0.0241639,-0.0962238
167,0.149108,0.0322834,0.0154652
168,0.622572,0.117858,0.0251939
169,0.104894,-0.0102743,-0.0270688
170,0.648857,0.119967,0.0332931
